,category,word,segmentation,prediction,distance,overlaps,f1v2_tp,f1v2_fp,f1v2_fn,f1v3_tp,f1v3_fp,f1v3_fn
37836,_100,hazardises,hazardise @@s,hazard @@ises,2,0,0,2,2,0,1,1
37837,_100,hazzans,hazzan @@s,ha @@zza @@ns,3,0,0,3,2,0,2,1
37838,_100,headcoils,headcoil @@s,head @@co @@ils,3,0,0,3,2,0,2,1
37839,_100,headed,head @@ed,headed,1,0,0,1,2,0,1,1
37840,_100,headgaming,headgame @@ing,head @@gami @@ng,3,0,0,3,2,1,1,0
37841,_100,heafing,heaf @@ing,he @@af @@ing,1,1,1,2,1,1,1,0
37842,_100,healing,heal @@ing,healing,1,0,0,1,2,0,1,1
37843,_100,heans,hean @@s,he @@ans,2,0,0,2,2,0,1,1
37844,_100,heartes,hearte @@s,heart @@es,2,0,0,2,2,0,1,1
37845,_100,hearths,hearth @@s,hearth @@s,0,2,2,0,0,1,0,0
37846,_100,heaths,heath @@s,heath @@s,0,2,2,0,0,1,0,0
37847,_100,hecatarchies,hecatarchy @@s,he @@cat @@ar @@chi @@es,5,0,0,5,2,1,3,0
37848,_100,hectics,hectic @@s,he @@ctic @@s,1,1,1,2,1,1,1,0
37849,_100,hedes,hede @@s,he @@des,2,0,0,2,2,0,1,1
37850,_100,heelding,heeld @@ing,heel @@ding,2,0,0,2,2,0,1,1
37851,_100,hefeweizens,hefeweizen @@s,he @@fe @@wei @@zen @@s,3,1,1,4,1,1,3,0
37852,_100,hefted,heft @@ed,he @@fted,2,0,0,2,2,0,1,1
37853,_100,heiduks,heiduk @@s,he @@id @@uk @@s,2,1,1,3,1,1,2,0
37854,_100,heifers,heifer @@s,he @@ifer @@s,1,1,1,2,1,1,1,0
37855,_100,heils,heil @@s,he @@ils,2,0,0,2,2,0,1,1
37856,_100,heired,heir @@ed,heir @@ed,0,2,2,0,0,1,0,0
37857,_100,heiring,heir @@ing,heir @@ing,0,2,2,0,0,1,0,0
37858,_100,heisted,heist @@ed,he @@iste @@d,3,0,0,3,2,0,2,1
37859,_100,heldentenors,heldentenor @@s,held @@ente @@nor @@s,2,1,1,3,1,1,2,0
37860,_100,helianthemums,helianthemum @@s,he @@lian @@the @@mum @@s,3,1,1,4,1,1,3,0
37861,_100,heliodinids,heliodinid @@s,he @@lio @@dini @@ds,4,0,0,4,2,0,3,1
37862,_100,heliogravures,heliogravure @@s,he @@lio @@gra @@vu @@res,5,0,0,5,2,0,4,1
37863,_100,helioporids,helioporid @@s,he @@lio @@por @@ids,4,0,0,4,2,0,3,1
37864,_100,helldivers,helldiver @@s,hell @@di @@vers,3,0,0,3,2,0,2,1
37865,_100,hellers,heller @@s,heller @@s,0,2,2,0,0,1,0,0
37866,_100,helminthagogues,helminthagogue @@s,helm @@int @@ha @@go @@gues,5,0,0,5,2,0,4,1
37867,_100,helms,helm @@s,helm @@s,0,2,2,0,0,1,0,0
37868,_100,helotids,helotid @@s,he @@lot @@ids,3,0,0,3,2,0,2,1
37869,_100,hemacidins,hemacidin @@s,hem @@ac @@idi @@ns,4,0,0,4,2,0,3,1
37870,_100,hemalums,hemalum @@s,hem @@al @@ums,3,0,0,3,2,0,2,1
37871,_100,hematogones,hematogone @@s,hem @@ato @@gon @@es,4,0,0,4,2,0,3,1
37872,_100,hemerodromes,hemerodrome @@s,hem @@ero @@drome @@s,2,1,1,3,1,1,2,0
37873,_100,hemicranias,hemicrania @@s,hem @@ic @@rani @@as,4,0,0,4,2,0,3,1
37874,_100,hemidactyls,hemidactyl @@s,hem @@ida @@ct @@yl @@s,3,1,1,4,1,1,3,0
37875,_100,hemisecting,hemisect @@ing,hem @@ise @@cting,3,0,0,3,2,0,2,1
37876,_100,hemisotids,hemisotid @@s,hem @@iso @@ti @@ds,4,0,0,4,2,0,3,1
37877,_100,hemisphæres,hemisphære @@s,hem @@is @@ph @@Ã¦ @@res,7,0,0,5,2,0,4,1
37878,_100,hemitones,hemitone @@s,hem @@ito @@nes,3,0,0,3,2,0,2,1
37879,_100,hemizonids,hemizonid @@s,hem @@iz @@oni @@ds,4,0,0,4,2,0,3,1
37880,_100,hemodynamicists,hemodynamicist @@s,hem @@od @@yna @@mic @@ists,5,0,0,5,2,0,4,1
37881,_100,hemokinins,hemokinin @@s,hem @@oki @@nin @@s,2,1,1,3,1,1,2,0
37882,_100,hemopigments,hemopigment @@s,hem @@op @@ig @@ments,4,0,0,4,2,0,3,1
37883,_100,hemorrhaging,hemorrhage @@ing,hem @@or @@rh @@aging,5,0,0,4,2,0,3,1
37884,_100,hempmilks,hempmilk @@s,hem @@pm @@il @@ks,4,0,0,4,2,0,3,1
37885,_100,hems,hem @@s,hem @@s,0,2,2,0,0,1,0,0
37886,_100,henches,hench @@s,hen @@ches,2,0,0,2,2,0,1,1
37887,_100,henchwenches,henchwench @@s,hen @@ch @@wen @@ches,4,0,0,4,2,0,3,1
37888,_100,henges,henge @@s,hen @@ges,2,0,0,2,2,0,1,1
37889,_100,hennaing,henna @@ing,hen @@nai @@ng,3,0,0,3,2,0,2,1
37890,_100,henries,henry @@s,henri @@es,2,0,0,2,2,1,0,0
37891,_100,hentriacontadienes,hentriacontadiene @@s,hen @@tri @@aco @@nta @@die @@nes,6,0,0,6,2,0,5,1
37892,_100,hentriacontenes,hentriacontene @@s,hen @@tri @@aco @@nte @@nes,5,0,0,5,2,0,4,1
37893,_100,hepaticas,hepatica @@s,he @@pati @@cas,3,0,0,3,2,0,2,1
37894,_100,hepatokines,hepatokine @@s,he @@pa @@tok @@ines,4,0,0,4,2,0,3,1
37895,_100,hepatoportoenterostomies,hepatoportoenterostomy @@s,he @@pa @@top @@ort @@oe @@nte @@ros @@tom @@ies,10,0,0,9,2,0,8,1
37896,_100,hepatoviruses,hepatovirus @@s,he @@pa @@tov @@irus @@es,4,0,0,5,2,1,3,0
37897,_100,hepeviruses,hepevirus @@s,he @@pe @@virus @@es,3,0,0,4,2,1,2,0
37898,_100,heptageniids,heptageniid @@s,he @@pta @@gen @@ii @@ds,5,0,0,5,2,0,4,1
37899,_100,heptets,heptet @@s,he @@pt @@ets,3,0,0,3,2,0,2,1
37900,_100,heptones,heptone @@s,he @@pton @@es,3,0,0,3,2,0,2,1
37901,_100,heralding,herald @@ing,herald @@ing,0,2,2,0,0,1,0,0
37902,_100,heraldings,heralding @@s,herald @@ings,2,0,0,2,2,0,1,1
37903,_100,herbaceuticals,herbaceutical @@s,herb @@ace @@uti @@cal @@s,3,1,1,4,1,1,3,0
37904,_100,herballs,herball @@s,herbal @@ls,2,0,0,2,2,0,1,1
37905,_100,herbars,herbar @@s,herb @@ars,2,0,0,2,2,0,1,1
37906,_100,heretrices,heretrice @@s,here @@tric @@es,3,0,0,3,2,0,2,1
37907,_100,hernanis,hernani @@s,her @@nan @@is,3,0,0,3,2,0,2,1
37908,_100,hernias,hernia @@s,her @@nia @@s,1,1,1,2,1,1,1,0
37909,_100,heroicised,heroicise @@ed,heroic @@ised,3,0,0,2,2,0,1,1
37910,_100,heroicises,heroicise @@s,heroic @@ises,2,0,0,2,2,0,1,1
37911,_100,heronshaws,heronshaw @@s,heron @@shaw @@s,1,1,1,2,1,1,1,0
37912,_100,herpetotheriids,herpetotheriid @@s,her @@pet @@oth @@eri @@ids,5,0,0,5,2,0,4,1
37913,_100,herps,herp @@s,her @@ps,2,0,0,2,2,0,1,1
37914,_100,herried,herry @@ed,herr @@ied,2,0,0,2,2,0,1,1
37915,_100,herrings,herring @@s,herring @@s,0,2,2,0,0,1,0,0
37916,_100,hertzes,hertz @@s,her @@tze @@s,2,1,0,3,2,0,2,1
37917,_100,hesperornithiforms,hesperornithiform @@s,he @@sper @@orn @@ith @@iform @@s,4,1,1,5,1,1,4,0
37918,_100,hessites,hessite @@s,hess @@ites,2,0,0,2,2,0,1,1
37919,_100,hetastarches,hetastarch @@s,het @@ast @@ar @@ches,4,0,0,4,2,0,3,1
37920,_100,heterocercs,heterocerc @@s,het @@ero @@cer @@cs,4,0,0,4,2,0,3,1
37921,_100,heterochromatizations,heterochromatization @@s,het @@ero @@ch @@rom @@ati @@zation @@s,5,1,1,6,1,1,5,0
37922,_100,heterodoxies,heterodoxy @@s,het @@ero @@do @@xie @@s,5,1,0,5,2,0,4,1
37923,_100,heteroglucans,heteroglucan @@s,het @@ero @@gl @@uca @@ns,5,0,0,5,2,0,4,1
37924,_100,heterolyzed,heterolyze @@ed,het @@ero @@ly @@zed,5,0,0,4,2,0,3,1
37925,_100,heteromerisations,heteromerisation @@s,het @@ero @@mer @@isation @@s,3,1,1,4,1,1,3,0
37926,_100,heteropods,heteropod @@s,het @@ero @@pods,3,0,0,3,2,0,2,1
37927,_100,heteropolyanions,heteropolyanion @@s,het @@ero @@pol @@yan @@ions,5,0,0,5,2,0,4,1
37928,_100,heterosides,heteroside @@s,het @@eros @@ides,3,0,0,3,2,0,2,1
37929,_100,heterozerconids,heterozerconid @@s,het @@ero @@zer @@con @@ids,5,0,0,5,2,0,4,1
37930,_100,heuretics,heuretic @@s,he @@ure @@tics,3,0,0,3,2,0,2,1
37931,_100,hexachlorocyclohexanes,hexachlorocyclohexane @@s,he @@xa @@ch @@lor @@oc @@y @@cl @@oh @@ex @@ane @@s,9,1,1,10,1,1,9,0
37932,_100,hexactines,hexactine @@s,he @@xa @@ct @@ines,4,0,0,4,2,0,3,1
37933,_100,hexadecaroons,hexadecaroon @@s,he @@xa @@de @@car @@oons,5,0,0,5,2,0,4,1
37934,_100,hexadecenes,hexadecene @@s,he @@xa @@de @@cene @@s,3,1,1,4,1,1,3,0
37935,_100,hexadecynes,hexadecyne @@s,he @@xa @@de @@cy @@nes,5,0,0,5,2,0,4,1
37936,_100,hexadienes,hexadiene @@s,he @@xa @@die @@nes,4,0,0,4,2,0,3,1
37937,_100,hexadimers,hexadimer @@s,he @@xa @@dim @@ers,4,0,0,4,2,0,3,1
37938,_100,hexafoils,hexafoil @@s,he @@xa @@foil @@s,2,1,1,3,1,1,2,0
37939,_100,hexagenerians,hexagenerian @@s,he @@xa @@gen @@erian @@s,3,1,1,4,1,1,3,0
37940,_100,hexalogues,hexalogue @@s,he @@xa @@logue @@s,2,1,1,3,1,1,2,0
37941,_100,hexamerins,hexamerin @@s,he @@xa @@mer @@ins,4,0,0,4,2,0,3,1
37942,_100,hexanchids,hexanchid @@s,he @@xa @@nch @@ids,4,0,0,4,2,0,3,1
37943,_100,hexapodies,hexapody @@s,he @@xa @@pod @@ies,5,0,0,4,2,0,3,1
37944,_100,hexediting,hexedit @@ing,he @@xed @@iting,3,0,0,3,2,0,2,1
37945,_100,hexenmeisters,hexenmeister @@s,he @@x @@en @@meister @@s,3,1,1,4,1,1,3,0
37946,_100,hexes,hex @@s,he @@xes,2,0,0,2,2,0,1,1
37947,_100,hexoaminidases,hexoaminidase @@s,he @@x @@oa @@mini @@das @@es,6,0,0,6,2,0,5,1
37948,_100,heydeys,heydey @@s,hey @@de @@ys,3,0,0,3,2,0,2,1
37949,_100,heys,hey @@s,hey @@s,0,2,2,0,0,1,0,0
37950,_100,hiccoughs,hiccough @@s,hi @@cco @@ugh @@s,2,1,1,3,1,1,2,0
37951,_100,hidradenocarcinomas,hidradenocarcinoma @@s,hid @@rade @@no @@car @@cino @@mas,6,0,0,6,2,0,5,1
37952,_100,hielded,hield @@ed,hi @@eld @@ed,1,1,1,2,1,1,1,0
37953,_100,hieracosphinxes,hieracosphinx @@s,hi @@era @@cos @@phi @@nx @@es,5,0,0,6,2,1,4,0
37954,_100,hierarchisations,hierarchisation @@s,hi @@era @@rch @@isation @@s,3,1,1,4,1,1,3,0
37955,_100,hierarchised,hierarchise @@ed,hi @@era @@rch @@ised,5,0,0,4,2,0,3,1
37956,_100,hierarchising,hierarchise @@ing,hi @@era @@rch @@ising,5,0,0,4,2,0,3,1
37957,_100,hierarchs,hierarch @@s,hi @@era @@rch @@s,2,1,1,3,1,1,2,0
37958,_100,higglings,higgling @@s,hi @@gg @@lings,3,0,0,3,2,0,2,1
37959,_100,highbinders,highbinder @@s,high @@bin @@ders,3,0,0,3,2,0,2,1
37960,_100,highjacking,highjack @@ing,high @@jack @@ing,1,1,1,2,1,1,1,0
37961,_100,hightes,highte @@s,high @@tes,2,0,0,2,2,0,1,1
37962,_100,hijadas,hijada @@s,hi @@jad @@as,3,0,0,3,2,0,2,1
37963,_100,hikes,hike @@s,hike @@s,0,2,2,0,0,1,0,0
37964,_100,hiling,hile @@ing,hi @@ling,3,0,0,2,2,0,1,1
37965,_100,hilloaed,hilloa @@ed,hill @@oa @@ed,1,1,1,2,1,1,1,0
37966,_100,hilsas,hilsa @@s,hi @@ls @@as,3,0,0,3,2,0,2,1
37967,_100,himanimides,himanimide @@s,him @@ani @@mide @@s,2,1,1,3,1,1,2,0
37968,_100,himpathized,himpathize @@ed,him @@path @@ized,4,0,0,3,2,0,2,1
37969,_100,hindcasts,hindcast @@s,hind @@cast @@s,1,1,1,2,1,1,1,0
37970,_100,hinders,hinder @@s,hind @@ers,2,0,0,2,2,0,1,1
37971,_100,hindraunces,hindraunce @@s,hind @@ra @@unce @@s,2,1,1,3,1,1,2,0
37972,_100,hinges,hinge @@s,hinges,1,0,0,1,2,0,1,1
37973,_100,hinking,hink @@ing,hi @@nk @@ing,1,1,1,2,1,1,1,0
37974,_100,hiodontids,hiodontid @@s,hi @@odon @@ti @@ds,4,0,0,4,2,0,3,1
37975,_100,hiped,hipe @@ed,hip @@ed,1,1,0,2,2,0,1,1
37976,_100,hipper,hip @@er,hip @@per,1,1,1,1,1,1,0,0
37977,_100,hipping,hip @@ing,hip @@ping,1,1,1,1,1,1,0,0
37978,_100,hippolytids,hippolytid @@s,hip @@pol @@yt @@ids,4,0,0,4,2,0,3,1
37979,_100,hippophagists,hippophagist @@s,hip @@pop @@ha @@gist @@s,3,1,1,4,1,1,3,0
37980,_100,hishes,hish @@s,his @@hes,2,0,0,2,2,0,1,1
37981,_100,hispines,hispine @@s,his @@pine @@s,1,1,1,2,1,1,1,0
37982,_100,histed,hist @@ed,his @@ted,2,0,0,2,2,0,1,1
37983,_100,histerids,histerid @@s,his @@ter @@ids,3,0,0,3,2,0,2,1
37984,_100,histiopterids,histiopterid @@s,his @@ti @@op @@ter @@ids,5,0,0,5,2,0,4,1
37985,_100,histomonads,histomonad @@s,his @@tom @@ona @@ds,4,0,0,4,2,0,3,1
37986,_100,historicises,historicise @@s,historic @@ises,2,0,0,2,2,0,1,1
37987,_100,historiettes,historiette @@s,his @@tori @@ettes,3,0,0,3,2,0,2,1
37988,_100,historiolas,historiola @@s,his @@tori @@ola @@s,2,1,1,3,1,1,2,0
37989,_100,historionomers,historionomer @@s,his @@tori @@ono @@mers,4,0,0,4,2,0,3,1
37990,_100,histozymes,histozyme @@s,his @@to @@zy @@mes,4,0,0,4,2,0,3,1
37991,_100,histrionizing,histrionize @@ing,his @@tri @@oni @@zing,5,0,0,4,2,0,3,1
37992,_100,hitchelled,hitchel @@ed,hitch @@elled,2,0,0,2,2,0,1,1
37993,_100,hitchings,hitching @@s,hitch @@ings,2,0,0,2,2,0,1,1
37994,_100,hithes,hithe @@s,hit @@hes,2,0,0,2,2,0,1,1
37995,_100,hoarded,hoard @@ed,ho @@arded,2,0,0,2,2,0,1,1
37996,_100,hoasts,hoast @@s,ho @@ast @@s,1,1,1,2,1,1,1,0
37997,_100,hoaxing,hoax @@ing,hoax @@ing,0,2,2,0,0,1,0,0
37998,_100,hoaxings,hoaxing @@s,hoax @@ings,2,0,0,2,2,0,1,1
37999,_100,hobanobbing,hobanob @@ing,ho @@ban @@ob @@bing,3,0,0,4,2,1,2,0
38000,_100,hobbelling,hobbel @@ing,ho @@bbe @@lling,3,0,0,3,2,0,2,1
38001,_100,hobbers,hobber @@s,ho @@bber @@s,1,1,1,2,1,1,1,0
38002,_100,hobbing,hob @@ing,ho @@bbing,2,0,0,2,2,0,1,1
38003,_100,hobbling,hobble @@ing,ho @@bbling,3,0,0,2,2,0,1,1
38004,_100,hobnobbing,hobnob @@ing,ho @@bn @@ob @@bing,3,0,0,4,2,1,2,0
38005,_100,hockled,hockle @@ed,hoc @@kled,3,0,0,2,2,0,1,1
38006,_100,hocks,hock @@s,hoc @@ks,2,0,0,2,2,0,1,1
38007,_100,hoed,hoe @@ed,ho @@ed,1,1,0,2,2,0,1,1
38008,_100,hoes,hoe @@s,ho @@es,2,0,0,2,2,0,1,1
38009,_100,hogs,hog @@s,hog @@s,0,2,2,0,0,1,0,0
38010,_100,hogsheads,hogshead @@s,hog @@sh @@ead @@s,2,1,1,3,1,1,2,0
38011,_100,hoidened,hoiden @@ed,ho @@ide @@ned,3,0,0,3,2,0,2,1
38012,_100,hoidens,hoiden @@s,ho @@ide @@ns,3,0,0,3,2,0,2,1
38013,_100,hoising,hoise @@ing,ho @@ising,3,0,0,2,2,0,1,1
38014,_100,hoistings,hoisting @@s,ho @@ist @@ings,3,0,0,3,2,0,2,1
38015,_100,hoking,hoke @@ing,ho @@king,3,0,0,2,2,0,1,1
38016,_100,holigays,holigay @@s,ho @@liga @@ys,3,0,0,3,2,0,2,1
38017,_100,hollaing,holla @@ing,ho @@lla @@ing,1,1,1,2,1,1,1,0
38018,_100,hollas,holla @@s,ho @@llas,2,0,0,2,2,0,1,1
38019,_100,hollered,holler @@ed,ho @@ller @@ed,1,1,1,2,1,1,1,0
38020,_100,holloing,hollo @@ing,ho @@llo @@ing,1,1,1,2,1,1,1,0
38021,_100,holmes,holme @@s,holmes,1,0,0,1,2,0,1,1
38022,_100,holocentrids,holocentrid @@s,ho @@lo @@cent @@rid @@s,3,1,1,4,1,1,3,0
38023,_100,holocephalans,holocephalan @@s,ho @@lo @@ce @@pha @@lan @@s,4,1,1,5,1,1,4,0
38024,_100,holopeids,holopeid @@s,ho @@lo @@pe @@ids,4,0,0,4,2,0,3,1
38025,_100,holoptychiids,holoptychiid @@s,ho @@lo @@pt @@ych @@ii @@ds,6,0,0,6,2,0,5,1
38026,_100,holors,holor @@s,ho @@lor @@s,1,1,1,2,1,1,1,0
38027,_100,holynesses,holyness @@s,holy @@ness @@es,2,0,0,3,2,1,1,0
38028,_100,homalocephalids,homalocephalid @@s,ho @@mal @@oc @@ep @@hal @@ids,6,0,0,6,2,0,5,1
38029,_100,homeologs,homeolog @@s,home @@olo @@gs,3,0,0,3,2,0,2,1
38030,_100,homestandings,homestanding @@s,homes @@tan @@ding @@s,2,1,1,3,1,1,2,0
38031,_100,homesteads,homestead @@s,homestead @@s,0,2,2,0,0,1,0,0
38032,_100,homewreckers,homewrecker @@s,home @@wr @@eck @@ers,4,0,0,4,2,0,3,1
38033,_100,hominines,hominine @@s,ho @@mini @@nes,3,0,0,3,2,0,2,1
38034,_100,homoaconitates,homoaconitate @@s,homo @@aco @@ni @@tate @@s,3,1,1,4,1,1,3,0
38035,_100,homocons,homocon @@s,homo @@con @@s,1,1,1,2,1,1,1,0
38036,_100,homocysteinylates,homocysteinylate @@s,homo @@cy @@stein @@yla @@tes,5,0,0,5,2,0,4,1
38037,_100,homogenised,homogenise @@ed,homo @@gen @@ised,4,0,0,3,2,0,2,1
38038,_100,homologizes,homologize @@s,homo @@log @@izes,3,0,0,3,2,0,2,1
38039,_100,homopterans,homopteran @@s,homo @@pt @@eran @@s,2,1,1,3,1,1,2,0
38040,_100,homopters,homopter @@s,homo @@pt @@ers,3,0,0,3,2,0,2,1
38041,_100,homoscleromorphs,homoscleromorph @@s,homo @@sc @@ler @@omo @@rp @@hs,6,0,0,6,2,0,5,1
38042,_100,homotoping,homotope @@ing,homo @@top @@ing,2,1,0,3,2,0,2,1
38043,_100,homunculines,homunculine @@s,ho @@mun @@cu @@lines,4,0,0,4,2,0,3,1
38044,_100,homœoplasties,homœoplasty @@s,ho @@m @@Å“ @@op @@las @@ties,9,0,0,6,2,0,5,1
38045,_100,honeyfuggled,honeyfuggle @@ed,honey @@fu @@ggle @@d,3,0,0,4,2,1,2,0
38046,_100,honeyfuggling,honeyfuggle @@ing,honey @@fu @@gg @@ling,5,0,0,4,2,0,3,1
38047,_100,honeyfugling,honeyfugle @@ing,honey @@fu @@gling,4,0,0,3,2,0,2,1
38048,_100,honeyvines,honeyvine @@s,honey @@vine @@s,1,1,1,2,1,1,1,0
38049,_100,honnouring,honnour @@ing,hon @@no @@uring,3,0,0,3,2,0,2,1
38050,_100,honnours,honnour @@s,hon @@no @@urs,3,0,0,3,2,0,2,1
38051,_100,honorands,honorand @@s,honor @@ands,2,0,0,2,2,0,1,1
38052,_100,honorifications,honorification @@s,honor @@ification @@s,1,1,1,2,1,1,1,0
38053,_100,honus,honu @@s,hon @@us,2,0,0,2,2,0,1,1
38054,_100,honyockers,honyocker @@s,hon @@yo @@cker @@s,2,1,1,3,1,1,2,0
38055,_100,hooded,hood @@ed,hooded,1,0,0,1,2,0,1,1
38056,_100,hoorawed,hooraw @@ed,ho @@ora @@wed,3,0,0,3,2,0,2,1
38057,_100,hoorded,hoord @@ed,ho @@ord @@ed,1,1,1,2,1,1,1,0
38058,_100,hoorooshes,hooroosh @@s,ho @@oro @@osh @@es,3,0,0,4,2,1,2,0
38059,_100,hopportunities,hopportunity @@s,hop @@port @@uni @@ties,5,0,0,4,2,0,3,1
38060,_100,horaries,horary @@s,ho @@rar @@ies,4,0,0,3,2,0,2,1
38061,_100,horks,hork @@s,ho @@rks,2,0,0,2,2,0,1,1
38062,_100,hormotomids,hormotomid @@s,ho @@rm @@oto @@mi @@ds,5,0,0,5,2,0,4,1
38063,_100,horneros,hornero @@s,horne @@ros,2,0,0,2,2,0,1,1
38064,_100,hornswoggling,hornswoggle @@ing,horns @@wo @@gg @@ling,5,0,0,4,2,0,3,1
38065,_100,horographers,horographer @@s,ho @@ro @@grapher @@s,2,1,1,3,1,1,2,0
38066,_100,horseleeches,horseleech @@s,horse @@lee @@ches,3,0,0,3,2,0,2,1
38067,_100,horsicultures,horsiculture @@s,ho @@rs @@ic @@ult @@ures,5,0,0,5,2,0,4,1
38068,_100,horticultors,horticultor @@s,ho @@rti @@cu @@lto @@rs,5,0,0,5,2,0,4,1
38069,_100,hosannahing,hosannah @@ing,ho @@san @@nah @@ing,2,1,1,3,1,1,2,0
38070,_100,hostaged,hostage @@ed,hostage @@d,1,1,1,1,1,1,0,0
38071,_100,hostages,hostage @@s,hostages,1,0,0,1,2,0,1,1
38072,_100,hostaging,hostage @@ing,host @@aging,3,0,0,2,2,0,1,1
38073,_100,hostas,hosta @@s,host @@as,2,0,0,2,2,0,1,1
38074,_100,hostplants,hostplant @@s,host @@pl @@ants,3,0,0,3,2,0,2,1
38075,_100,hotshotted,hotshot @@ed,hot @@shot @@ted,2,0,0,3,2,1,1,0
38076,_100,hotshotting,hotshot @@ing,hot @@shot @@ting,2,0,0,3,2,1,1,0
38077,_100,hotter,hot @@er,hotter,1,0,0,1,2,0,1,1
38078,_100,houghs,hough @@s,ho @@ugh @@s,1,1,1,2,1,1,1,0
38079,_100,houlds,hould @@s,ho @@uld @@s,1,1,1,2,1,1,1,0
38080,_100,hounds,hound @@s,hounds,1,0,0,1,2,0,1,1
38081,_100,houndsharks,houndshark @@s,hounds @@har @@ks,3,0,0,3,2,0,2,1
38082,_100,houngans,houngan @@s,ho @@ung @@ans,3,0,0,3,2,0,2,1
38083,_100,housels,housel @@s,house @@ls,2,0,0,2,2,0,1,1
38084,_100,housemanships,housemanship @@s,house @@manship @@s,1,1,1,2,1,1,1,0
38085,_100,housemartins,housemartin @@s,house @@mart @@ins,3,0,0,3,2,0,2,1
38086,_100,hoving,hove @@ing,ho @@ving,3,0,0,2,2,0,1,1
38087,_100,howdying,howdy @@ing,how @@dy @@ing,1,1,1,2,1,1,1,0
38088,_100,howers,hower @@s,howe @@rs,2,0,0,2,2,0,1,1
38089,_100,howitzes,howitz @@s,how @@itz @@es,2,0,0,3,2,1,1,0
38090,_100,hows,how @@s,how @@s,0,2,2,0,0,1,0,0
38091,_100,huckleberrying,huckleberry @@ing,hu @@ckle @@berry @@ing,2,1,1,3,1,1,2,0
38092,_100,hucklebucking,hucklebuck @@ing,hu @@ckle @@buck @@ing,2,1,1,3,1,1,2,0
38093,_100,huebnerites,huebnerite @@s,hue @@bner @@ites,3,0,0,3,2,0,2,1
38094,_100,huiringuas,huiringua @@s,hui @@ring @@ua @@s,2,1,1,3,1,1,2,0
38095,_100,hullaballoing,hullaballo @@ing,hull @@aba @@llo @@ing,2,1,1,3,1,1,2,0
38096,_100,humations,humation @@s,hum @@ations,2,0,0,2,2,0,1,1
38097,_100,humectations,humectation @@s,hume @@cta @@tions,3,0,0,3,2,0,2,1
38098,_100,humets,humet @@s,hume @@ts,2,0,0,2,2,0,1,1
38099,_100,humfing,humf @@ing,hum @@fin @@g,3,0,0,3,2,0,2,1
38100,_100,humming,hum @@ing,humming,1,0,0,1,2,0,1,1
38101,_100,humoresques,humoresque @@s,humor @@es @@ques,3,0,0,3,2,0,2,1
38102,_100,humphed,humph @@ed,hum @@ph @@ed,1,1,1,2,1,1,1,0
38103,_100,humphing,humph @@ing,hum @@phi @@ng,3,0,0,3,2,0,2,1
38104,_100,hunkses,hunks @@s,hu @@nk @@ses,3,0,0,3,2,0,2,1
38105,_100,huperzias,huperzia @@s,hu @@per @@zia @@s,2,1,1,3,1,1,2,0
38106,_100,huqqas,huqqa @@s,hu @@q @@qa @@s,2,1,1,3,1,1,2,0
38107,_100,hurkarus,hurkaru @@s,hu @@rka @@rus,3,0,0,3,2,0,2,1
38108,_100,hurkling,hurkle @@ing,hu @@rk @@ling,4,0,0,3,2,0,2,1
38109,_100,hurried,hurry @@ed,hurried,2,0,0,1,2,0,1,1
38110,_100,huskings,husking @@s,hu @@skin @@gs,3,0,0,3,2,0,2,1
38111,_100,huwentoxins,huwentoxin @@s,hu @@wen @@to @@xin @@s,3,1,1,4,1,1,3,0
38112,_100,huzzahs,huzzah @@s,hu @@zza @@hs,3,0,0,3,2,0,2,1
38113,_100,hwameis,hwamei @@s,h @@wa @@mei @@s,2,1,1,3,1,1,2,0
38114,_100,hyaenodontids,hyaenodontid @@s,h @@ya @@eno @@don @@ti @@ds,6,0,0,6,2,0,5,1
38115,_100,hyaleas,hyalea @@s,h @@yal @@ea @@s,2,1,1,3,1,1,2,0
38116,_100,hyalurosomes,hyalurosome @@s,h @@yal @@uro @@some @@s,3,1,1,4,1,1,3,0
38117,_100,hybernating,hybernate @@ing,h @@y @@ber @@nat @@ing,4,1,0,5,2,0,4,1
38118,_100,hydages,hydage @@s,h @@yd @@ages,3,0,0,3,2,0,2,1
38119,_100,hydatinids,hydatinid @@s,h @@yd @@atin @@ids,4,0,0,4,2,0,3,1
38120,_100,hyding,hyde @@ing,h @@yd @@ing,2,1,0,3,2,0,2,1
38121,_100,hydrobiids,hydrobiid @@s,hydro @@bi @@ids,3,0,0,3,2,0,2,1
38122,_100,hydrobiosids,hydrobiosid @@s,hydro @@bio @@si @@ds,4,0,0,4,2,0,3,1
38123,_100,hydrobromofluorocarbons,hydrobromofluorocarbon @@s,hydro @@bro @@mo @@fl @@uo @@ro @@carbon @@s,6,1,1,7,1,1,6,0
38124,_100,hydrocarbylidenes,hydrocarbylidene @@s,hydro @@car @@by @@lide @@nes,5,0,0,5,2,0,4,1
38125,_100,hydrocarbyls,hydrocarbyl @@s,hydro @@car @@by @@ls,4,0,0,4,2,0,3,1
38126,_100,hydrofluosilicates,hydrofluosilicate @@s,hydro @@fl @@uo @@sil @@icate @@s,4,1,1,5,1,1,4,0
38127,_100,hydrolocked,hydrolock @@ed,hydro @@lock @@ed,1,1,1,2,1,1,1,0
38128,_100,hydrolyses,hydrolyse @@s,hydro @@ly @@ses,3,0,0,3,2,0,2,1
